epoch,loss,out_0_loss,out_0_r_square,out_1_loss,out_1_r_square,out_2_loss,out_2_r_square
0,4.68603652826941,1.8217600389551083,0.6722135543823242,1.4761819637136235,0.7343928813934326,1.3880945256006783,0.7502429485321045
1,3.4226204621118357,1.2712331715657854,0.76899254322052,1.1091771600197773,0.7984414100646973,1.042210130526273,0.810610294342041
2,3.120984535629088,1.1669294417290144,0.7888272404670715,1.008641942386131,0.8174718618392944,0.9454131515139428,0.8289139270782471
3,2.9284900535229963,1.0976523687481703,0.802171528339386,0.9407817535936803,0.8304441571235657,0.8900559311811458,0.8395862579345703
4,2.7321070129447698,1.0313799804481718,0.8120071291923523,0.8724163430300205,0.8409819006919861,0.8283106894665776,0.8490212559700012
5,2.658624691199817,1.0045937832802787,0.8191325664520264,0.8468745814709595,0.847528338432312,0.8071563264485792,0.8546791672706604
6,2.5954570774788164,0.9768621579383724,0.8228132724761963,0.8273401890764075,0.8499343395233154,0.7912547304640367,0.8564793467521667
7,2.5116472523446225,0.952135355749078,0.8267925977706909,0.7997289890670967,0.8545175790786743,0.7597829075284477,0.8617843985557556
8,2.482097585471843,0.9377555413558271,0.8312135934829712,0.7906791773481473,0.8576858639717102,0.7536628667678685,0.8643483519554138
9,2.406216357873114,0.9117925568206089,0.8356055021286011,0.7645376157914898,0.862155556678772,0.7298861852610152,0.8684027791023254
10,2.34023840070112,0.8882428154445751,0.839925229549408,0.7423390627107613,0.8662193417549133,0.7096565225457837,0.8721092939376831
11,2.309201870994404,0.8782949463727167,0.8404975533485413,0.7325469772648966,0.8669661283493042,0.6983599473567909,0.8731746077537537
12,2.307320199469211,0.8757776566157595,0.8414115905761719,0.7319126440302064,0.8674631714820862,0.6996298988232451,0.8733091354370117
13,2.3206191152007856,0.8818484865399722,0.8405238389968872,0.7360004492515708,0.8668995499610901,0.7027701794092426,0.8729089498519897
14,2.341024369780195,0.8816679353408994,0.8414182662963867,0.7466002218963022,0.8657122850418091,0.7127562125429934,0.871799647808075
15,2.257090307048982,0.8524890318995034,0.847084105014801,0.7177994594296868,0.8712441921234131,0.686801815719792,0.8768044710159302
16,2.217659168383,0.8429432418169579,0.8474253416061401,0.7024607761559527,0.8728529214859009,0.6722551504100894,0.8783199787139893
17,2.216354159442657,0.8383685969012836,0.8492298126220703,0.7026611457102746,0.8736353516578674,0.6753244168310987,0.8785513639450073
